id,mu_c,mu_a,sd_c,sd_a,threshold,c,a,n_learning,vignette,units,interval,valence,cause,confidence,justification,vibes_c,vibes_a,age,gender,attention_check,comments,rt_judgment,rt_confidence
9urk5b9tmz23brrrb0nl501dft7oqecj,75,75,50,50,99,100,100,10,electricity,megawatt,day,negative,1,0.742710120068611,"Chester's power use was above 99. If the exact same question about Franklin had been asked, I would have answered exactly the same because both used 100.",0.107204116638079,0.237564322469983,20,Male,Yes.,NA,15960,8453
3nl8xwanc1d7l2rqno0c5t0zlcb05g8v,75,75,50,50,199,100,100,10,sewage,gallon,day,negative,0.489029825162839,0.483544737744258,"I disagree with the statement that ""Huxley Steel producing 100 gallons of sewage caused the river to get polluted today."" The pollution of the river was caused by the combined sewage output of both Huxley Steel and Huxley Lumber, which totaled 200 gallons. Each plant individually producing 100 gallons contributed equally to the pollution, so both are equally responsible. Therefore, attributing the pollution solely to Huxley Steel's production overlooks the fact that Huxley Lumber also contributed an equal amount to the sewage that exceeded the treatment capacity.






",0.48423037367158,0.48423037367158,38,Female,Yes.,NA,41526,4239
bo0rhpcunstjpte667cljpkdy397w40f,75,75,1,50,99,100,100,10,sales,ream,day,positive,0.484562607204117,0.591766723842196,"They are both equally responsible in this case, it isn't fair to say either one ""caused"" it.",0.904802744425386,0.0626072041166381,30,Male,Yes.,"No, thank you!",13375,3895
gppb51mshgnp8dd84h9rtqnabgupq0x0,75,75,50,50,99,100,100,10,savings,dollar,month,positive,1,0.951114922813036,"If you'd asked whether Lisa alone was responsible for earning the bank bonus, I would have answered the same way (yes) because only one of them needed to save at least $99 to trigger the bank bonus.",0.101200686106346,0.106346483704974,56,Female,Yes.,I'm curious to know how I scored on the variations questions! Thanks.,21193,6929
cftns4jwylgkqt93rgc7070hs33hqffx,75,75,1,50,99,100,100,10,sewage,gallon,day,negative,1,1,"It did not matter what Steel or Lumber did in total, because individually they both produced enough output to pollute the river past the 99 gallons threshold for the filter.",1,0.501715265866209,44,Male,Yes.,"I wish there was a back button because on the 3rd trial I meant to set Huxley Steel as varying little, but I confused it for a second with Lumber from all the clicking. I would allow going back and make the clicking less tedious. 1-3 days is sufficient, we don't need 10 day blocks.",10788,4311
4vof37h5pjxvxv7rguuw7vwzg97t6ukx,75,75,1,50,199,100,100,10,sales,ream,day,positive,0.995145631067961,0.898058252427185,Because they both contributed 100 sales which would make them both equally responsible for the factory making a profit that day.,0.832381496287836,0.948886350656768,48,Male,Yes.,NA,18405,9299
qeobh00rkck3z4bzef663zla1azge99h,75,75,50,50,99,100,100,10,sewage,gallon,day,negative,0.998757284881728,1,"The statement said that if over 99 gallons total of sewage was produced per day, the water supply would be polluted. The next statement said that 100 gallons of sewage was produced. Therefore the water supply was polluted.",0,0,62,Female,Yes.,NA,43195,38647
947a1bjuh5p2x4qrp6e6s04zw2u8jnbn,75,75,1,50,199,100,100,10,savings,dollar,month,positive,0.503711942538594,0.984468803602058,Both Luke and Lisa had equal monetary contributions so they should both equally be considered contributors,0.489091981132075,0,32,Female,Yes.,NA,10973,4568
5j5josl06dyrpzx0xad0jkmt8zt3cxxk,75,75,1,50,199,100,100,10,funding,student,year,positive,0.627528282482002,0.438292766540967,The number of students were higher.,0.397840246828934,0.373157353445321,62,Male,Yes.,Thank you,33806,9233
3zbys1v68qe7gtlatkms0227omyh4h7v,75,75,50,50,99,100,100,10,sewage,gallon,day,negative,0.855917667238422,0.809605488850772,"huxley steel alone sent 100 gallons of sewage, which obviously caused the river to get polluted. the higher the gallons, the more it causes more pollution and blockage.",0.179245283018868,0.263293310463122,24,Female,Yes.,NA,14865,3612
sewkf4rhzzy4alv26p5mt8bevg0vx5gz,75,75,50,50,99,100,100,10,trucking,case,day,negative,1,1,Because HammerCo ordered over 99 cases of bricks so he was already going to have to cross twice regardless of how many the other company ordered.,0,0,49,Female,Yes.,NA,16399,4255
krwlojo2bpy0ebumgpv1y0b3aakf00by,75,75,50,50,199,100,100,10,savings,dollar,month,positive,0.617495711835335,0.843910806174957,"From my previous observations when doing the blocks, I feel as though he was contributing more money overall.",0.114065180102916,0.455403087478559,39,Female,Yes.,None,17759,4357
nupuskhnc95s5cf0a0nfmqltxnfrgpy0,75,75,50,50,99,100,100,10,savings,dollar,month,positive,0,0.999142367066895,"Both Lisa and Luke got the bonus together, it wasnt a individuals achievement but a joint accomplishment",0.599485420240137,0.326758147512864,23,Male,Yes.,nope,42941,4184
eodapmnawrxwashfbd9ytk18qnxt0sf0,75,75,1,50,199,100,100,10,sales,ream,day,positive,1,1,Because 190 is needed for a profit and they made 200 so that means they made a profit.,1,0.0145797598627787,45,Male,Yes.,NA,10726,4973
0mgh5p0gsgmv3n27zgjzjp6a1mtfg8p2,75,75,50,50,99,100,100,10,funding,student,year,positive,1,0,No matter which school as long as together they sent 99 students to college they got more funding. Sending 99 students was great they got the funding for the district.,0,0,59,Female,Yes.,No.,25282,17933
46a71yquzsjucvug6s2f7uc0dplwabj3,75,75,50,50,199,100,100,10,trucking,case,day,negative,0.996743674957118,0.994318181818182,Because i Know objectively I was right,0,0,24,Female,Yes.,NA,13577,4280
6pbqcsskcllmytbnspvg5r65ew80ygr4,75,75,1,50,199,100,100,10,electricity,megawatt,day,negative,0.497144488863507,0.42175899486008,because the graph showed it,0.541119360365506,0.533123929183324,24,Female,Yes.,none,9568,5052
zx7dnqrkhy2rgoyvcrnjacchzqym4pr8,75,75,50,50,199,100,100,10,savings,dollar,month,positive,0.501192645797599,0.49441198542024,Luke's contribution and Lisa's contribution were equally important.,0.56977647941681,0.577856989708405,29,Female,Yes.,NA,13262,6435
6xgtlfev1x7vs2r13e87a1wa3uqbntr7,75,75,1,50,199,100,100,10,funding,student,year,positive,0.149228130360206,0.502572898799314,"I feel that while this statement is true it would be more accurate to ay that because the other school sent 100 students to university that the district received more funding, since the other school has much more variation year over year",0.261578044596913,0.566895368782161,24,Male,Yes.,Fun Survey :^),11795,5485
ksh3t19tzk42vdoj9d4b4ro5dcdsdxhc,75,75,1,50,99,100,100,10,funding,student,year,positive,0.711175865615358,0.837332876242715,I looked at the potential,0.831162152896812,0.877785395954748,48,Female,Yes.,n/a,19728,7115
pzhafs6f4yyrjwrggn1gxhj3f98951zd,75,75,50,50,99,100,100,10,trucking,case,day,negative,0.851629502572899,0.831046312178388,"Because the program told me that was the truth. I am not entirely sure though, because if he had 200 bricks total, I think he wouldve had to take 3 trips",0.434819897084048,0.378216123499142,25,Female,Yes.,NA,23272,9250
sztzgquonp66tl139ob03bkry9z4g8yx,75,75,1,50,99,100,100,10,sewage,gallon,day,negative,1,1,Huxley Steel on average never produces around 75-78 gallons of sewage everyday whereas Huxley Lumber while going way over the allotted limit of treatment the sewage plant can handle had days where they hardly produced any waste. So its safe to assume with huxley steel producing 25 more tons than there average this was expected to happen.,1,0,33,Male,Yes.,"No, nothing else to add",15910,6759
b1vvtxghp5nw68jqf9nxck0nboxbofmx,75,75,1,50,199,100,100,10,trucking,case,day,negative,0.589193825042882,0.507718696397942,"They are not directly responsible, they are just submitting an order, but because it was a greater order than they usually ordered it threw off the numbers and made him have to take two trips. They are not actually responsible, but their out of pattern order contributed.",0.681818181818182,0.131217838765009,30,Male,Yes.,NA,49034,4514
xws1tqknb9yftbto2lps9hzdwjyv9c6h,75,75,1,50,199,100,100,10,sewage,gallon,day,negative,0.14065180102916,0.775300171526587,Because it's the combined sewage production from both plants that caused the river to get polluted.,0.5926243567753,0.518867924528302,25,Male,Yes.,NA,28320,3648
0yasgl4b61u3cg4w39dmvtnz8eczxscp,75,75,1,50,199,100,100,10,electricity,megawatt,day,negative,0.756925801108128,0.941137830582053,"Throughout the 4 segments, Chester stayed pretty even in their electricity usage. Given what I remember of the number of times the usage went over 199 (which was fairly seldom), and given that 100mw from Chester was out of the norm for them, that is why I chose that Chester contributed more largely to the 200mw usage.",0.813417490146798,0,63,Female,Yes.,"No comments or questions, but thank you for asking. :-)",31358,9356
sjlrm93eduv386dv2kf8letfy4ub31vz,75,75,50,50,99,100,100,10,sewage,gallon,day,negative,0.872929754426042,0.886636207881211,Because both contributed equal amounts ofpollution,0.216733295259852,0.173329525985151,37,Male,"No, I was distracted.",NA,10019,2547
unz29anqvj2jby2luhv9e7lkag9jmaa5,75,75,50,50,99,100,100,10,funding,student,year,positive,0.564322469982847,0.445969125214408,They did receive the funding because they sent so many kids to college but so did the other school.,0.0128644939965695,0.0180102915951973,41,Female,Yes.,NA,16239,7232
cekt9wha2yuhoptx475tbl4dm48o02l6,75,75,1,50,199,100,100,10,savings,dollar,month,positive,0.749182568610635,0.771601629502573,He had usually saved just 75 or so each month.,0.909747534305317,0.404427530017153,54,Male,Yes.,nope,14852,7118
8hchgt8t0vusf06zklbzpnzgdtdofgla,75,75,50,50,199,100,100,10,sewage,gallon,day,negative,0.792935248713551,0.775032161234991,I responded that because it can pollute the water,0.654132718696398,0.699346054888508,61,Female,Yes.,NA,78741,6032
2ktq0009t8kpmnlv22tum7w7us1bl4pn,75,75,1,50,199,100,100,10,funding,student,year,positive,0.497427101200686,1,"They sent half so they were half responsible, in the middle of not responsible and totally responsible.",0.237564322469983,0.0711835334476844,56,Male,Yes.,Thanks!,33423,17878
3pbr0arye7dp6atgb025adjyzkdo9qze,75,75,1,50,199,100,100,10,electricity,megawatt,day,negative,0,0.0845046280425094,"I'm confused, I responded that Chester using 100 megawatts was the reason for using non-renewable energy but then on the next page, it said the opposite and asked how confident I was about my answer. I'm confident that Chester using far more than their daily average was the reason for the use of non-renewable energy.",0.865443949262941,0.0495371957490573,55,Male,Yes.,Other than that weird problem when my answer seemed to change on its own... no.,27559,37319
75eysx8s5zfvba32r1vxjnkk2o7toqbu,75,75,50,50,99,100,100,10,sales,ream,day,positive,0.493138936535163,0.795883361921098,It was a equal effort,0.270154373927959,0.134648370497427,30,Male,Yes.,NA,6951,3607
wnkqerhle9p25zpqctqnbly0e8km9kmn,75,75,1,50,199,100,100,10,electricity,megawatt,day,negative,0.509420561749571,0.668163057461407,They both used the same so both were responsible for using non-renewable energy,0.672223413379074,0.342235741852487,71,Female,Yes.,NA,32643,11232
s897oax47mp6xtrz3p05lamrbc8yk2oh,75,75,50,50,199,100,100,10,funding,student,year,positive,0.463121783876501,0.886792452830189,"They only got about half, not enough to ""be the eeason""",0.326758147512864,0.390222984562607,46,Male,Yes.,NA,18946,6410
uxnlsty668gmegfjvo507v8gj1wpfkq6,75,75,50,50,99,100,100,10,electricity,megawatt,day,negative,0.0378813849845732,1,"Silly question in a silly study, framed as an environmental problem to satisfy political correctness. People use energy because they have to. Energy prices are so high that no one can afford to waste it. No one is 'causing' non-renewables to be used. There are people who have to choose between energy and food. Environmentalists should apologize to poor people.",0,0,60,Male,Yes.,NA,30209,8875
mxg3jvfylghog4e6zf64y9ac6y90gqxe,75,75,50,50,99,100,100,10,trucking,case,day,negative,0.361827294168096,0.290469554030875,Because both companies are responsible for his trips.,0.487108704974271,0.504609777015437,40,Female,Yes.,NA,12358,5557
0spg16l17bq9zq0jhd1wxgo7kll7thsj,75,75,50,50,199,100,100,10,savings,dollar,month,positive,0.513712718546452,1,Because he is half responsible for the  bank depositing an extra amount into their account.,0,0.00977031196434693,29,Male,Yes.,NA,20736,6958
adt68hx91vwhkpunujj0d4gl5pt4wd5f,75,75,50,50,199,100,100,10,sales,ream,day,positive,0.583952027412907,0.868360936607653,Susan is partially responsible for the profit. Mike still has to pull his 100 to ensure the profit.,0.185893774985722,0.511422044545974,27,Male,Yes.,NA,19047,7855
8f0gc85lfq0rjn9xz5a4av8xw8c4vosj,75,75,50,50,99,100,100,10,trucking,case,day,negative,1,1,"It did not matter which company I was asked about, as each company ordered enough to make the overall trip 2 trips across the river.",0.492281303602058,0.537735849056604,54,Female,Yes.,NA,15270,4277
5osd3t6q5zf9n1umeswhvrnuq5pel64m,75,75,1,50,99,100,100,10,electricity,megawatt,day,negative,0.646521226415094,0.553628859348199,Because I was deducting the information from the graphs presented to me,0.441037735849057,0.572175171526587,24,Female,Yes.,NA,5216,6112
cnlqj778nh0xmat2qo7d08hor3xhcdhg,75,75,1,50,99,100,100,10,sewage,gallon,day,negative,0.71302113078241,0.951741861793261,because that is how i see and understand the diagram,0.819817247287265,0.722729868646488,64,Female,Yes.,very educative,3802,4361
vac9mq7rxprpqdk62lp6pum3bwoy42u0,75,75,50,50,199,100,100,10,trucking,case,day,negative,0.495564429674099,0.488797169811321,I'd say both companies are equally the reason for two trips.,0.443985849056604,0.421097770154374,61,Female,Yes.,NA,13398,8766
0020c1pgm07yzoqpeseaktbfngnvqp9s,75,75,50,50,199,100,100,10,sales,ream,day,positive,0.522244854202401,0.778837907375643,Both are equallly responsible,0.324104845626072,0.304566895368782,46,Female,Yes.,NA,14369,4564
wxpzhtpk0nxn0gzq6tcu0dzwry6wnz7c,75,75,50,50,99,100,100,10,savings,dollar,month,positive,1,0.489029825162839,"It's just that his name came up first? Either one of them depositing 100 would have made that happen, since 100 > 99.",0.319677751114158,0.380013712718546,38,Female,Yes.,NA,12915,6046
6qkpe0nesxnar3mnx9heo0n3u4ywq9lj,75,75,1,50,199,100,100,10,funding,student,year,positive,1,0.54593615879828306,since the number was more than 199 the district got more funding for education.,0,1,66,Female,Yes.,no,89175,21959
bdbmgbwvn0zf4akm4u068fbuyf7bd5m8,75,75,50,50,199,100,100,10,sewage,gallon,day,negative,1,1,Because both companies are equally liable and should be sending less than 99 per day to keep it under 199 collectively,0.129502572898799,0.160377358490566,40,Female,Yes.,no,16920,4589
84h0yb0khwdqm99tqtfwx8krhxbbknfa,75,75,1,50,99,100,100,10,electricity,megawatt,day,negative,1,0.864072677408296,"His usage was 100, which already surpasses the 99 threshold.",0.514398354473774,0.315563935550223,33,Male,Yes.,No comments. Have a great day.,14528,12521
gvkkl669ggp4qfw07d1a75b13oakx6px,75,75,1,50,99,100,100,10,savings,dollar,month,positive,0.659337521416334,0.800970873786408,i think the bank will give them a bonus,0.651913192461451,0.390348372358652,49,Female,Yes.,it is a good study,18475,10938
9nohots6cmvjzcpuo02pp10spqpmoal7,75,75,1,50,199,100,100,10,sewage,gallon,day,negative,0.753859348198971,0.916809605488851,"They produced more than half of the waste that needed to be processed, so the other plant would have to produce quite a bit less in order to not pollute.",0.708404802744425,0.243567753001715,47,Male,Yes.,The plants need to coordinate to prevent the pollution,15336,8395
3q569keaj29rjr7cttuujukcfnukfzzw,75,75,50,50,199,100,100,10,funding,student,year,positive,0.00686106346483705,0.782161234991424,It wouldn't have mattered how many they sent if the total combined wasn't 199 or more.,0.117495711835334,0.0951972555746141,71,Female,Yes.,no,32827,8011
gg9940c4114j171gklvpprl1y8s3kzwn,75,75,1,50,99,100,100,10,funding,student,year,positive,0.523397298456261,0.963872212692967,Both of the districts were equally responsible for meeting the goal.,0.042854845626072,0.0400005360205832,60,Female,Yes.,NA,17061,7815
ct4uf2z11yzr30uc99yrul4ds0du8zcb,75,75,1,50,99,100,100,10,savings,dollar,month,positive,0.308989065180103,0.506003430531733,"the deposit could have been for either of them, whoever deposited it first technically.",0.512382075471698,0.302610420240137,33,Male,Yes.,NA,13911,4436
ll9x7plruno4k2878mjm0xy61hjqjlsl,75,75,50,50,199,100,100,10,sales,ream,day,positive,0.900514579759863,0.866209262435678,They wouldn't have reached the sales quota to make a profit otherwise.,0.728130360205832,0.438250428816467,37,Male,Yes.,NA,16535,11077
8x76hqnfpwb1vnl4c5elrrnkpnda42o4,75,75,50,50,99,100,100,10,sales,ream,day,positive,0.587478559176672,0.507718696397942,"The amount she sold went up and down a lot, so I was not sure.",0.578902229845626,0.551457975986278,29,Male,Yes.,NA,7179,2553
57kqd5tlbj7h40ndldtltq9fecofz224,75,75,1,50,199,100,100,10,sewage,gallon,day,negative,0.876500857632933,1,They were a significant contribution to the pollution that day.,0.751286449399657,0.171526586620926,20,Female,Yes.,NA,8919,2599
90z6va5ac9sjeaoz41143p0y6uhba4tj,75,75,50,50,199,100,100,10,sewage,gallon,day,negative,0.995029139526911,0.992286595817621,I respond the way i did because the river gets polluted when the manufacturers output is above 199 and it was at 200,0.913438464175523,0.924408639012684,26,Male,Yes.,NA,16752,5740
6y6rg66duhjarm2r28j3v54c2epm5qmt,75,75,50,50,99,100,100,10,sales,ream,day,positive,0.487658553308193,0.493143640726774,I think it's right in the middle because it varies from day to day and sometimes she is the reason they made the day and sometimes he is the reason.,0.482859101816935,0.497943092218032,36,Female,Yes.,no,8966,4591
s14wardddzc39w4hquqxn5k30mm3wptp,75,75,50,50,199,100,100,10,sales,ream,day,positive,0.702401372212693,0.701543739279588,She made over half of what was needed between the two of them to make a profit,0.467409948542024,0.47598627787307,32,Male,Yes.,NA,11893,3595
1nzm8ptf3z0w9zkb9mmgc29wl0hya3s2,75,75,50,50,199,100,100,10,sewage,gallon,day,negative,1,0.47770154373928,They are both equally responsible,0.327615780445969,0.324185248713551,32,Female,Yes.,Nope!,14308,2616
0o0w0sfps0wmb2tbwf0ysyvhy7tm27kn,75,75,1,50,99,100,100,10,savings,dollar,month,positive,0.78042509427494,0.355330819334933,"Luke is not the only reason that they received the bonus, however they would have received the bonus even if the other person didn't deposit anything because Luke deposited over the minimum amount.",0.800308536167295,0.0461090161124443,30,Female,Yes.,NA,18327,4439
huzqaooxlnummqnakfvychycqudrfpln,75,75,50,50,199,100,100,10,sales,ream,day,positive,1,1,Because susan making a 100 reams and her partner making the same 100 reams means profits for the company,0.357632933104631,0.484562607204117,25,Male,Yes.,NA,26958,5902
j3y8edpf285d3njjz8amrsmd6kxbm47v,75,75,50,50,99,100,100,10,trucking,case,day,negative,0.697255574614065,0.3147512864494,It was a gut instinct on what I felt at the time,0.10377358490566,0.120926243567753,43,Male,Yes.,NA,33064,9646
dxvbbe1lr4xszkuf4xmzo53z3gbjjn8r,75,75,50,50,99,100,100,10,sales,ream,day,positive,0.5,0.593481989708405,"Susan sold half of the total amount, so she deserves credit for making a profit for the day.",0.354202401372213,0.331903945111492,51,Female,Yes.,N/A,13840,7487
vshyoa8dqoeao0pds71zxnqq2lv8fpl9,75,75,50,50,99,100,100,10,electricity,megawatt,day,negative,0.85237007424329,0.740434037692747,"becasuse he used up total energy,other person could not use it.",0.738720731010851,0.712450028555111,59,Female,Yes.,NA,20903,8539
ubcf7m3zmp0bysfmmtcla7rmkq50qet2,75,75,1,50,99,100,100,10,funding,student,year,positive,1,1,"The funding is determined by both schools combined. Yeah, Williamsburg South technically reached the goal on its own, but it's still ultimately a combined effort regardless.",0.808747855917667,0.819039451114923,42,Male,Yes.,No,14801,5775
tsvanatt2gtcrahoh613u9uynxao0wav,75,75,50,50,99,100,100,10,sales,ream,day,positive,0.50274254370929,0.30939321220432,Because she was half responsible for the profit.,0.168837847103188,0.113986972917381,57,Female,Yes.,NA,43041,5899
sk0fm9e4usyfen43j7qbgess5e4j3fws,75,75,1,50,99,100,100,10,trucking,case,day,negative,0.994854202401372,1,because that is the way it is.,0.637221269296741,NA,NA,NA,NA,NA,6095,5311
1eb3wuncnfgyc9m0k9zfgzdopuw129kq,75,75,50,50,99,100,100,10,sewage,gallon,day,negative,0.702401372212693,0.834476843910806,"It's how I read the information/gal of waste
",0.721269296740995,0.740137221269297,39,Female,Yes.,NA,3882,8273
xelgxp5q1uodfs9oj69zk8qc9kc38xyo,75,75,50,50,199,100,100,10,sewage,gallon,day,negative,0.504113815563936,0.829105245114844,It was half responsible.,0.342989372643127,0.33339046966061,57,Female,Yes.,no,33678,10853
2cunm9ssf08bch1f4941e8y58neqfcth,75,75,50,50,199,100,100,10,electricity,megawatt,day,negative,0.491423670668954,0.492281303602058,Both towns are equally responsible for going over 199 megawatts. So I answered in the middle.,0.373070325900515,0.35934819897084,28,Male,Yes.,"I had no issues, thank you",12297,4845
4hdej1lq80z5nz3d3vxn7ubmoefj9el3,75,75,1,50,199,100,100,10,savings,dollar,month,positive,1,1,"Because the pair of them work in tandem. Had Luke not made his significant contribution, they would not have hit their goal. The same applies to Lisa's contribution.",1,0.467409948542024,31,Other,Yes.,NA,18898,7952
sfvjwujvjaup0fns1lvqpo0vwdp46bf8,75,75,50,50,99,100,100,10,electricity,megawatt,day,negative,0.589132670551937,0.617929379499486,They went over 99 watts,0.0193692149468632,0.0330819334933151,45,Female,Yes.,NA,21306,4421
3vo78eforsgv6r7lz0hfw496zhtt1fqr,75,75,50,50,199,100,100,10,savings,dollar,month,positive,0.527444253859348,0.70926243567753,I felt like they both saved equally so they both were responsible in this case,0.781303602058319,0.789879931389365,27,Female,Yes.,NA,5588,2949
rhkj0qq6mnbsloygy8erycxwgzgygbxq,75,75,1,50,99,100,100,10,electricity,megawatt,day,negative,0.250428326670474,1,You cant give all the blame because the other party had a part to play in it so it is a shared thing.,0.172187321530554,0.364077669902913,40,Male,Yes.,N/A,28036,15169
rjunzs7mx8gtsd8np3nl58oss2m3sy0e,75,75,50,50,99,100,100,10,sales,ream,day,positive,0.507718696397942,0.957118353344769,Because Mike sold 100 reams of paper as well. The profit for the day was because of the work both Susan and Mike did.,0.0763293310463122,0.611492281303602,30,Female,Yes.,No.,37820,25063
x1xwuwgmjb77n4sxjq5f7ebfcezty77n,75,75,1,50,199,100,100,10,sales,ream,day,positive,0.88336192109777,0.979416809605489,Susan pulled the exact amount her partner did therefore she pulled her own weight to reach the goal,0.976843910806175,0.187821612349914,43,Female,Yes.,NA,31198,6471
nesx2p2pdr0rl7mpmwgvbvro233qu2uo,75,75,50,50,199,100,100,10,electricity,megawatt,day,negative,0.682891979424652,0.522099447513812,NA,0.900076204991427,0.656982282339493,52,Female,Yes.,NA,6008,4252
44kasfn89w9wmobp5gtadw87b9gsvu4j,75,75,1,50,199,100,100,10,savings,dollar,month,positive,0.470840480274443,1,"I responded that way because they both saved the same amount, so he 50% saved the amount they needed.",1,0.999142367066895,71,Female,Yes.,It was hard to keep track of the differences in savings by person.,18511,5167
z23kw13auk45fz6ors6mllwucfzb7r77,75,75,50,50,99,100,100,10,trucking,case,day,negative,0.0111492281303602,0.993996569468268,"Because the bricks was more than 99, hence Ned needs to go on two trips even the second person didn't order",0.409948542024014,0.319039451114923,43,Male,Yes.,no,32245,4696
6c5c8sxbzxx7rtafod1caqm2tmcl8du2,75,75,50,50,99,100,100,10,sewage,gallon,day,negative,0.988292404340377,1,I don't know how precise the figure of 100 is. +_5?,0.019131924614506,0.0271273557966876,75,Male,Yes.,no,25226,19580
2odf7zlb70tyeadzjhhlsprue5gn8rzs,75,75,50,50,199,100,100,10,electricity,megawatt,day,negative,0.655231560891938,0.381646655231561,"Both contributed to it going over the limit, but if either one of them had used 1 less, it would have been fine, so I put their responsibility at a bit over 50%.",0.433962264150943,0.384219554030875,41,Female,Yes.,NA,19612,5886
g0wl1l4l7gkwoqqlbrggwsf0fg7vynl8,75,75,50,50,199,100,100,10,savings,dollar,month,positive,0.0248713550600343,0.170668953687822,reconsidered the scope of the question and if we base it on a foregone conclusion of Lisa saving a $100 then Luke's deposit did activate the bonus,0.055746140651801,0.117495711835334,58,Male,Yes.,NA,26662,30200
urg6rcoc14zp2fcfb58rzdetc164vtjw,75,75,50,50,99,100,100,10,trucking,case,day,negative,0.513712718546452,0.749571477545423,"IF the other company didn't order any, he would only have to take one trip.  Since that number isn't given, it's not clear whether he needs to make the second trip.",0.166095303393898,0.249742886527254,72,Female,Yes.,no comments,22650,8062
wqv32eryzf0owdyandhw29kme3vk5p42,75,75,1,50,99,100,100,10,funding,student,year,positive,0.534305317324185,0.717838765008576,"if they need 99 and the north sent 100, then they directly contributed",0.608061749571184,0.227272727272727,33,Male,Yes.,no,9326,2863
bda22csadj4tea20wx89s4alcv3z7otz,75,75,1,50,99,100,100,10,trucking,case,day,negative,1,1,The Hammerco order was for 100 cases. The bridge can only support 99 cases.,1,0,45,Female,Yes.,"I enjoyed the study, thanks!",90825,13760
65ylxhggo77q79t5yukuqasnlj6o3j4q,75,75,1,50,99,100,100,10,electricity,megawatt,day,negative,0.354202401372213,0.595197255574614,Chester overall do not use as much as Franklin so I feel they hardly contribute to power consumption responsibility.,0.493138936535163,0.230703259005146,55,Male,Yes.,"For the first block I was confused a bit about how to respond but then I got the hang of it.  The numbers, dotted line, and colour bars all sort of threw me off.",25961,7613
k6mx63cm2ub9zhtxxc0m54fmyjf5p10q,75,75,1,50,99,100,100,10,sewage,gallon,day,negative,0,0.960548885077187,because the purple plant was at the same level and the 99g would be reached without the orange plant,0.608919382504288,0,57,Female,Yes.,na,31319,14660
fz69zw94clq0y0fet19p5xefcbljeck7,75,75,1,50,199,100,100,10,sewage,gallon,day,negative,0.820388349514563,1,This is because it is part of cause of pollution that particular but I will not give all the blame to it.,0.176756139348943,0.177898343803541,27,Male,Yes.,N/A,42507,8637
95ycnyza0r2uavub6o7uj3rkbxu0pmtu,75,75,1,50,199,100,100,10,sewage,gallon,day,negative,0.725585379782981,0.703883495145631,Just went with my gut on that one.,0.681610508280982,0.3697886921759,47,Female,Yes.,NA,10613,5211
c0zuw6wr0tzkfyol0q4w60ps9pnh5reo,75,75,50,50,199,100,100,10,trucking,case,day,negative,1,1,because 100 and 100 is 200 which is over the limit.,0.414236706689537,0.693825042881647,35,Male,"No, I was distracted.",NA,23576,2943
vq2en7vtl3w17z28lmuvtaj0j2y2uvds,75,75,1,50,99,100,100,10,electricity,megawatt,day,negative,1,1,The grid won't use non-renewable energy if consumption goes over 100 W,0,0,39,Male,"No, I was distracted.","No comments. 
Thank you for the opportunity.",15814,3431
3e3g2wx4oeb0qk5gnu9rtbwvt4aj5rgf,75,75,1,50,199,100,100,10,trucking,case,day,negative,0.485420240137221,0.734133790737564,I believe it is 50/50,0.235849056603774,0.19811320754717,24,Female,Yes.,NA,18154,6524
35cnms46211ecvp5brty155rxum8q1p7,75,75,1,50,99,100,100,10,savings,dollar,month,positive,0.494514912581419,0.572677408296195,both lisa and luke would each get the bonus regardless of what the other one did.  so i'm not sure if that makes both of them 'totally responsible' for the bonus?,0.633699005827905,0.0207404868015084,42,Female,Yes.,NA,20805,11771
4o9ddjw4a9d3kkblyhu3t8v3pwoqto62,75,75,1,50,99,100,100,10,electricity,megawatt,day,negative,0.00291395269112101,0.717346588961262,They used 100  each.,0.00908467603702434,0,65,Male,Yes.,"No,thank you.",46359,17999
0h5vmurh0lhohg8bw6l866d9kkatygus,75,75,1,50,199,100,100,10,funding,student,year,positive,0.631642098045938,0.638498457319164,"They got half way to the goal if they didn't, they wouldn't have gotten funding.  They did a lot better than most years too",0.853102502571135,0.14278368186493,57,Male,Yes.,NA,27503,5153
phxv6x8b9z8lcu9b7ftbwuj415791ggc,75,75,50,50,199,100,100,10,electricity,megawatt,day,negative,0.696397941680961,0.626072041166381,Based on the power grid I resort to using non-renewable energy for the response,0.68696397941681,0.771012006861063,50,Male,Yes.,No comments. Thank you,12114,3694
5086lnrm95ozddchqlfmg63d68bhhbem,75,75,1,50,199,100,100,10,trucking,case,day,negative,0.856775300171527,0.687821612349914,"I feel like they are responsible because they are usually constant and consistent with their orders. The fact that they ordered 100 out of nowhere and without any warning makes them response for why the driver need to drive twice. The orders are  usually around 70, which makes them more consistent compared to the other company. The other company isn't responsible because they are known to be inconsistent with their orders and their orders can range from 10 on one day to 100 on another day. This is why I think they aren't responsible, since they are known to be inconsistent.",1,0.00771869639794168,23,Male,Yes.,NA,33423,4439
acc88jhcc7eyll9n6stcamr4atuqanp9,75,75,1,50,199,100,100,10,savings,dollar,month,positive,1,0.636497641509434,"If it were not for luke saving the 100 dollars, lisa would have contributed 100 only which results in less than the 199 expectation to get a bonus. So with Luke having that 100 dollars in savings, it amounted to a total of 200 dollars thus providing a bonus.",0.355971269296741,0.125938036020583,26,Female,Yes.,NA,28000,5864
